ModuleCode,ClassNo,LessonType,DayCode,DayText,StartTime,EndTime,Venue,AcadYear,Semester
CS2105,5,TUTORIAL,2,Tuesday,1500,1600,COM1-B103,2013/2014,1
CS2105,6,TUTORIAL,2,Tuesday,1600,1700,COM1-B103,2013/2014,1
CS2105,7,TUTORIAL,2,Tuesday,1700,1800,COM1-B103,2013/2014,1
BT1101,2,TUTORIAL,2,Tuesday,1000,1100,COM1-B109,2013/2014,1
CS3230,4,TUTORIAL,2,Tuesday,1400,1500,COM2-0108,2013/2014,1
LC2008F,1,SEMINAR-STYLE MODULE CLASS,2,Tuesday,1600,1800,CR2-1,2013/2014,1
LC2008F,2,SEMINAR-STYLE MODULE CLASS,2,Tuesday,1800,2000,CR2-1,2013/2014,1
LC2008E,1,SEMINAR-STYLE MODULE CLASS,2,Tuesday,1400,1600,CR4-1,2013/2014,1
LC2008E,2,SEMINAR-STYLE MODULE CLASS,2,Tuesday,1600,1800,CR4-1,2013/2014,1
BMO6006I,F1,LECTURE,2,Tuesday,900,1200,dRm1,2013/2014,1
EE1002,B2,LABORATORY,2,Tuesday,900,1200,DSALab-1,2013/2014,1
ESP3902,1,LECTURE,2,Tuesday,1400,1700,DV1,2013/2014,1
ID4103,4,DESIGN LECTURE,2,Tuesday,1400,1800,DV2,2013/2014,1
GEK1001,1,LABORATORY,2,Tuesday,1400,1600,E-LAB,2013/2014,1
GEK1001,2,LABORATORY,2,Tuesday,1600,1800,E-LAB,2013/2014,1
CE6003,1,LECTURE,2,Tuesday,1800,2100,E1-06-01,2013/2014,1
ES1531,E35,SECTIONAL TEACHING,2,Tuesday,1600,1800,E1-06-02,2013/2014,1
CE5101,1,LECTURE,2,Tuesday,1800,2100,E1-06-03,2013/2014,1
ES2331,6,SECTIONAL TEACHING,2,Tuesday,1600,1800,E1-06-07,2013/2014,1
ES5001B,7,SECTIONAL TEACHING,2,Tuesday,1400,1600,E1-06-10,2013/2014,1
ES1531,E36,SECTIONAL TEACHING,2,Tuesday,1600,1800,E1-06-11,2013/2014,1
EE2024,T4,TUTORIAL,2,Tuesday,1300,1400,E1-06-13,2013/2014,1
ES5000,C1,SECTIONAL TEACHING,2,Tuesday,900,1100,E1-06-14,2013/2014,1
ES5002,14,SECTIONAL TEACHING,2,Tuesday,1300,1500,E1-06-15,2013/2014,1
PC1432,U01,TUTORIAL,2,Tuesday,1100,1200,E2-03-32,2013/2014,1
CE5101,1,LECTURE,2,Tuesday,1800,2100,E2-03-32,2013/2014,1
IEM1201L,2,SECTIONAL TEACHING,3,Wednesday,1200,1400,CAPT-DV,2013/2014,1
GEM1905,1,SEMINAR-STYLE MODULE CLASS,3,Wednesday,1700,2000,CAPT-SR1,2013/2014,1
GEM1906,1,SEMINAR-STYLE MODULE CLASS,3,Wednesday,900,1200,CAPT-SR4,2013/2014,1
CE2409,LA1,LABORATORY,3,Wednesday,900,1100,CE2PC1,2013/2014,1
LSM3212,SB1,LABORATORY,3,Wednesday,1400,1800,COFM-LAB,2013/2014,1
NM3228,W1,LECTURE,3,Wednesday,1800,2000,COM1-0202,2013/2014,1
CS1101S,1,LECTURE,3,Wednesday,1000,1200,COM1-0204,2013/2014,1
CS2103T,T1,TUTORIAL,3,Wednesday,900,1000,COM1-0210,2013/2014,1
CS2103T,T2,TUTORIAL,3,Wednesday,1000,1100,COM1-0210,2013/2014,1
CS2103T,T3,TUTORIAL,3,Wednesday,1100,1200,COM1-0210,2013/2014,1
CS2103T,T4,TUTORIAL,3,Wednesday,1300,1400,COM1-0210,2013/2014,1
CS2103T,T5,TUTORIAL,3,Wednesday,1400,1500,COM1-0210,2013/2014,1
CS2103T,T6,TUTORIAL,3,Wednesday,1500,1600,COM1-0210,2013/2014,1
BT5110,1,TUTORIAL,3,Wednesday,1600,1800,COM1-0210,2013/2014,1
BT1101,1,LECTURE,3,Wednesday,900,1200,COM1-0212,2013/2014,1
CS3201,7,TUTORIAL,3,Wednesday,1000,1100,COM1-0217,2013/2014,1
CS3201,8,TUTORIAL,3,Wednesday,1100,1200,COM1-0217,2013/2014,1
CS4223,1,TUTORIAL,3,Wednesday,1200,1300,COM1-0217,2013/2014,1
CS4223,2,TUTORIAL,3,Wednesday,1300,1400,COM1-0217,2013/2014,1
IS2101,4,TUTORIAL,3,Wednesday,900,1200,COM1-0218,2013/2014,1
CS1231,4,TUTORIAL,3,Wednesday,1000,1200,COM1-B103,2013/2014,1
CS1231,5,TUTORIAL,3,Wednesday,1200,1400,COM1-B103,2013/2014,1
CS3230,5,TUTORIAL,3,Wednesday,1500,1600,COM2-0108,2013/2014,1
LA5301,1,TUTORIAL,3,Wednesday,1400,1800,CR1,2013/2014,1
AR2221,7,TUTORIAL,3,Wednesday,1600,1700,CR4,2013/2014,1
AR2221,8,TUTORIAL,3,Wednesday,1700,1800,CR4,2013/2014,1
GEK1001,3,LABORATORY,3,Wednesday,1000,1200,E-LAB,2013/2014,1
GEK1001,4,LABORATORY,3,Wednesday,1200,1400,E-LAB,2013/2014,1
GEK1001,5,LABORATORY,3,Wednesday,1400,1600,E-LAB,2013/2014,1
EE1001,T6,TUTORIAL,3,Wednesday,1200,1400,E1-06-01,2013/2014,1
CE5312,1,LECTURE,3,Wednesday,1800,2100,E1-06-03,2013/2014,1
CE2155,5AB,TUTORIAL,3,Wednesday,1300,1400,E1-06-04,2013/2014,1
EE1001,T13,TUTORIAL,3,Wednesday,1600,1800,E1-06-10,2013/2014,1
EE1001,T15,TUTORIAL,3,Wednesday,1600,1800,E1-06-11,2013/2014,1
EE1001,T12,TUTORIAL,3,Wednesday,1400,1600,E1-06-13,2013/2014,1
ES1531,E13,SECTIONAL TEACHING,3,Wednesday,1600,1800,E1-06-13,2013/2014,1
ES5001A,R16,SECTIONAL TEACHING,3,Wednesday,1300,1500,E1-06-14,2013/2014,1
ES5001A,R17,SECTIONAL TEACHING,3,Wednesday,1500,1700,E1-06-14,2013/2014,1
EG2301,1,LECTURE,3,Wednesday,1800,2100,E1A-0303,2013/2014,1
PC1432,U03,TUTORIAL,3,Wednesday,1500,1600,E2-03-02,2013/2014,1
PC1432,U04,TUTORIAL,3,Wednesday,1500,1600,E2-03-32,2013/2014,1
AR3101A,1,DESIGN LECTURE,4,Thursday,1400,1800,BTC,2013/2014,1
GEM1905,2,SEMINAR-STYLE MODULE CLASS,4,Thursday,1500,1800,CAPT-SR1,2013/2014,1
IEM2201J,3,SECTIONAL TEACHING,4,Thursday,800,1000,CAPT-SR3,2013/2014,1
IEM2201J,4,SECTIONAL TEACHING,4,Thursday,1000,1200,CAPT-SR3,2013/2014,1
IEM2201H,3,SECTIONAL TEACHING,4,Thursday,1400,1600,CAPT-SR3,2013/2014,1
IEM2201H,4,SECTIONAL TEACHING,4,Thursday,1600,1800,CAPT-SR3,2013/2014,1
GEM1914,2,SEMINAR-STYLE MODULE CLASS,4,Thursday,900,1200,CAPT-SR5,2013/2014,1
CE2409,2AB,TUTORIAL,4,Thursday,1200,1300,CE2PC1,2013/2014,1
CE2409,LA2,LABORATORY,4,Thursday,900,1100,CE2PC5-6,2013/2014,1
ES5001B,4,SECTIONAL TEACHING,4,Thursday,900,1100,CELC-SR1B,2013/2014,1
ES5001B,5,SECTIONAL TEACHING,4,Thursday,1100,1300,CELC-SR1B,2013/2014,1
ES5001B,6,SECTIONAL TEACHING,4,Thursday,1600,1800,CELC-SR1B,2013/2014,1
NM3216,W2,TUTORIAL,4,Thursday,1200,1400,COM1-0202,2013/2014,1
NM3209,W2,TUTORIAL,4,Thursday,1400,1600,COM1-0202,2013/2014,1
NM3228,W2,LECTURE,4,Thursday,1800,2000,COM1-0202,2013/2014,1
BT5110,1,LECTURE,4,Thursday,1800,2000,COM1-0204,2013/2014,1
IS4234,1,LECTURE,4,Thursday,1600,1900,COM1-0206,2013/2014,1
CS3244,4,TUTORIAL,4,Thursday,900,1000,COM1-0207,2013/2014,1
CS3244,1,TUTORIAL,4,Thursday,1200,1300,COM1-0207,2013/2014,1
CS4344,1,TUTORIAL,4,Thursday,1500,1600,COM1-0207,2013/2014,1
CS4344,1,TUTORIAL,4,Thursday,1600,1700,COM1-0207,2013/2014,1
ES1102,C04,SECTIONAL TEACHING,4,Thursday,1000,1200,COM1-0209,2013/2014,1
ES1000,C2,SECTIONAL TEACHING,4,Thursday,1000,1200,COM1-0210,2013/2014,1
CS2103,8,TUTORIAL,4,Thursday,1300,1400,COM1-0210,2013/2014,1
CS2103,9,TUTORIAL,4,Thursday,1400,1500,COM1-0210,2013/2014,1
CS2103,10,TUTORIAL,4,Thursday,1500,1600,COM1-0210,2013/2014,1
CS2103,11,TUTORIAL,4,Thursday,1600,1700,COM1-0210,2013/2014,1
CS2103,4,TUTORIAL,4,Thursday,900,1000,COM1-0211,2013/2014,1
CS2103,5,TUTORIAL,4,Thursday,1000,1100,COM1-0211,2013/2014,1
CS2103,6,TUTORIAL,4,Thursday,1100,1200,COM1-0211,2013/2014,1
IS2101,7,TUTORIAL,4,Thursday,900,1200,COM1-0218,2013/2014,1
CS3241,1,TUTORIAL,4,Thursday,1000,1100,COM1-B103,2013/2014,1
CS3241,2,TUTORIAL,4,Thursday,1100,1200,COM1-B103,2013/2014,1
CS1231,1,TUTORIAL,4,Thursday,1200,1400,COM1-B103,2013/2014,1
CS1231,2,TUTORIAL,4,Thursday,1400,1600,COM1-B103,2013/2014,1
CS1231,3,TUTORIAL,4,Thursday,1600,1800,COM1-B103,2013/2014,1
CS1020E,6,LABORATORY,4,Thursday,1200,1400,COM1-B108,2013/2014,1
CS1020E,4,LABORATORY,4,Thursday,1400,1600,COM1-B108,2013/2014,1
CS1020E,5,LABORATORY,4,Thursday,1600,1800,COM1-B108,2013/2014,1
CS1020E,1,LABORATORY,4,Thursday,1000,1200,COM1-B109,2013/2014,1
CS1020E,7,LABORATORY,4,Thursday,1400,1600,COM1-B109,2013/2014,1
CS1020E,8,LABORATORY,4,Thursday,1600,1800,COM1-B109,2013/2014,1
CS1020E,2,LABORATORY,4,Thursday,1000,1200,COM1-B110,2013/2014,1
CS1020E,3,LABORATORY,4,Thursday,1200,1400,COM1-B110,2013/2014,1
LC1006,19,TUTORIAL,4,Thursday,1400,1500,CR2-1,2013/2014,1
LC1006,20,TUTORIAL,4,Thursday,1800,2000,CR3-5,2013/2014,1
LC1006,12,TUTORIAL,4,Thursday,1400,1500,CR3-6,2013/2014,1
RE1105,6,TUTORIAL,4,Thursday,1200,1400,CR4,2013/2014,1
PF2201,4,TUTORIAL,4,Thursday,1400,1600,CR4,2013/2014,1
BMK6105A,F1,LECTURE,4,Thursday,1000,1300,dRm1,2013/2014,1
EE1002,B3,LABORATORY,4,Thursday,900,1200,DSALab-1,2013/2014,1
EE1002,B4,LABORATORY,4,Thursday,1400,1700,DSALab-1,2013/2014,1
CS1010E,C14,TUTORIAL,4,Thursday,1000,1100,E1-06-02,2013/2014,1
CS1010E,C09,TUTORIAL,4,Thursday,1200,1300,E1-06-02,2013/2014,1
MA1505,C09,TUTORIAL,4,Thursday,1400,1500,E1-06-03,2013/2014,1
MA1505,C11,TUTORIAL,4,Thursday,1400,1500,E1-06-04,2013/2014,1
CS1010E,A08,TUTORIAL,4,Thursday,1600,1700,E1-06-04,2013/2014,1
CE3121,7AB,TUTORIAL,4,Thursday,1600,1700,E1-06-06,2013/2014,1
CS1010E,C15,TUTORIAL,4,Thursday,1000,1100,E1-06-08,2013/2014,1
CS1010E,A07,TUTORIAL,4,Thursday,1600,1700,E1-06-08,2013/2014,1
CS1010E,C08,TUTORIAL,4,Thursday,1200,1300,E1-06-09,2013/2014,1
ES2331,9,SECTIONAL TEACHING,4,Thursday,1200,1400,E1-06-10,2013/2014,1
ES1102,A05,SECTIONAL TEACHING,4,Thursday,1200,1400,E1-06-12,2013/2014,1
ES1102,A04,SECTIONAL TEACHING,4,Thursday,1400,1600,E1-06-12,2013/2014,1
CE2134,2AB,TUTORIAL,4,Thursday,1100,1200,E1-06-13,2013/2014,1
ES5001A,R18,SECTIONAL TEACHING,4,Thursday,900,1100,E1-06-14,2013/2014,1
EE1001,T7,TUTORIAL,4,Thursday,1200,1400,E1-06-14,2013/2014,1
ES5001A,R16,SECTIONAL TEACHING,4,Thursday,1400,1600,E1-06-14,2013/2014,1
ES5001A,R17,SECTIONAL TEACHING,4,Thursday,1600,1800,E1-06-14,2013/2014,1
CE3166,1AB,TUTORIAL,4,Thursday,1700,1800,E1-06-15,2013/2014,1
ES5001A,R9,SECTIONAL TEACHING,4,Thursday,900,1100,E1-06-16,2013/2014,1
ES5001A,R10,SECTIONAL TEACHING,4,Thursday,1100,1300,E1-06-16,2013/2014,1
EG2301,4,LABORATORY,4,Thursday,1800,2100,E1A-0303,2013/2014,1
PC1432,U02,TUTORIAL,4,Thursday,1400,1500,E2-03-02,2013/2014,1
EE3431C,1,PACKAGED LECTURE,4,Thursday,1200,1400,E2-03-32,2013/2014,1
GEM1907,2,SEMINAR-STYLE MODULE CLASS,5,Friday,1100,1400,CAPT-SR1,2013/2014,1
GEM1907,1,SEMINAR-STYLE MODULE CLASS,5,Friday,800,1100,CAPT-SR2,2013/2014,1
CE2409,LA2,LABORATORY,5,Friday,900,1100,CE2PC1,2013/2014,1
NM3226,W2,TUTORIAL,5,Friday,1400,1600,COM1-0202,2013/2014,1
CS1101S,1,LECTURE,5,Friday,1100,1200,COM1-0204,2013/2014,1
CS1010S,7,RECITATION,5,Friday,1400,1500,COM1-0208,2013/2014,1
CS2103,7,TUTORIAL,5,Friday,1200,1300,COM1-0210,2013/2014,1
CS2103,1,TUTORIAL,5,Friday,900,1000,COM1-0211,2013/2014,1
CS2103,2,TUTORIAL,5,Friday,1000,1100,COM1-0211,2013/2014,1
CS2103,3,TUTORIAL,5,Friday,1100,1200,COM1-0211,2013/2014,1
CG3204L,1,LECTURE,5,Friday,1000,1100,COM1-0212,2013/2014,1
CG3204L,1,TUTORIAL,5,Friday,1100,1200,COM1-B102,2013/2014,1
CG3204L,1,LABORATORY,5,Friday,1500,1700,COM1-B102,2013/2014,1
CS2105,8,TUTORIAL,5,Friday,1000,1100,COM1-B103,2013/2014,1
CS2105,9,TUTORIAL,5,Friday,1100,1200,COM1-B103,2013/2014,1
CS2105,10,TUTORIAL,5,Friday,1200,1300,COM1-B103,2013/2014,1
CS1010,15,TUTORIAL,5,Friday,1000,1200,COM1-B108,2013/2014,1
CS1010,16,TUTORIAL,5,Friday,1400,1600,COM1-B108,2013/2014,1
CS1010,17,TUTORIAL,5,Friday,1000,1200,COM1-B111,2013/2014,1
CS1010,18,TUTORIAL,5,Friday,1400,1600,COM1-B111,2013/2014,1
CS1010,19,TUTORIAL,5,Friday,1600,1800,COM1-B111,2013/2014,1
CS1010,14,TUTORIAL,5,Friday,1400,1600,COM1-B112,2013/2014,1
PF2401,1,TUTORIAL,5,Friday,1200,1400,CR1,2013/2014,1
AR5421,3,TUTORIAL,5,Friday,1400,1600,CR1,2013/2014,1
AR2223,7,TUTORIAL,5,Friday,1600,1700,CR1,2013/2014,1
AR2223,8,TUTORIAL,5,Friday,1700,1800,CR1,2013/2014,1
LC2004,1,TUTORIAL,5,Friday,900,1100,CR3-4,2013/2014,1
LC2004,2,TUTORIAL,5,Friday,1100,1300,CR3-4,2013/2014,1
LC1004,16,TUTORIAL,5,Friday,900,1100,CR3-6,2013/2014,1
LC1004,17,TUTORIAL,5,Friday,1100,1300,CR3-6,2013/2014,1
LC1004,18,TUTORIAL,5,Friday,1400,1600,CR3-6,2013/2014,1
GEK2045,5,TUTORIAL,5,Friday,1500,1600,CR4,2013/2014,1
AR2223,9,TUTORIAL,5,Friday,1600,1700,CR4,2013/2014,1
AR2223,10,TUTORIAL,5,Friday,1700,1800,CR4,2013/2014,1
LC1004,1,TUTORIAL,5,Friday,900,1100,CR4-2,2013/2014,1
LC1004,2,TUTORIAL,5,Friday,1100,1300,CR4-2,2013/2014,1
LC1004,3,TUTORIAL,5,Friday,1400,1600,CR4-2,2013/2014,1
EE1002,B4,LABORATORY,5,Friday,1400,1700,DSALab-1,2013/2014,1
PP6770,L1,LECTURE,5,Friday,900,1200,DV,2013/2014,1
MA1505,B04,TUTORIAL,5,Friday,1000,1100,E1-06-01,2013/2014,1
ES2331,6,SECTIONAL TEACHING,5,Friday,800,1000,E1-06-02,2013/2014,1
CS1010E,A02,TUTORIAL,5,Friday,1400,1500,E1-06-03,2013/2014,1
EE2011,T12,TUTORIAL,5,Friday,1500,1600,E1-06-03,2013/2014,1
CE5311,1,LECTURE,5,Friday,1800,2100,E1-06-04,2013/2014,1
MA1505,B01,TUTORIAL,5,Friday,1000,1100,E1-06-05,2013/2014,1
MA1505,B02,TUTORIAL,5,Friday,1000,1100,E1-06-06,2013/2014,1
EG1109,A16,TUTORIAL,5,Friday,1400,1500,E1-06-08,2013/2014,1
EE5133,1,LECTURE,5,Friday,1800,2100,E1-06-08,2013/2014,1
MA1505,B03,TUTORIAL,5,Friday,1000,1100,E1-06-09,2013/2014,1
CS1010E,A03,TUTORIAL,5,Friday,1400,1500,E1-06-09,2013/2014,1
ES2331,7,SECTIONAL TEACHING,5,Friday,800,1000,E1-06-11,2013/2014,1
ES1102,E17,SECTIONAL TEACHING,5,Friday,1400,1600,E1-06-13,2013/2014,1
ES1102,E16,SECTIONAL TEACHING,5,Friday,1600,1800,E1-06-13,2013/2014,1
ES5000,C1,SECTIONAL TEACHING,5,Friday,900,1100,E1-06-14,2013/2014,1
ES2331,18,SECTIONAL TEACHING,5,Friday,1400,1600,E1-06-15,2013/2014,1
ES2331,8,SECTIONAL TEACHING,5,Friday,800,1000,E1-06-16,2013/2014,1
ES1102,E12,SECTIONAL TEACHING,5,Friday,1400,1600,E1-06-16,2013/2014,1
ES1102,E11,SECTIONAL TEACHING,5,Friday,1600,1800,E1-06-16,2013/2014,1
EE6107,1,LECTURE,5,Friday,1800,2100,E2-03-03,2013/2014,1
ES5002,16,SECTIONAL TEACHING,6,Saturday,600,800,CELC-SR1A,2013/2014,1
ES5002,16,SECTIONAL TEACHING,7,Sunday,1600,1800,CELC-SR1A,2013/2014,1
CS2010R,1,LECTURE,7,Sunday,2200,2400,COM1-B108,2013/2014,1
BMA5901,F11,LECTURE,7,Sunday,1400,1500,dRm1,2013/2014,1
BL5227A,SL1,LECTURE,7,Sunday,800,900,DV,2013/2014,1
LSM3311,L1,LECTURE,7,Sunday,1000,1100,DV,2013/2014,1
PP5662,L1,LECTURE,7,Sunday,1100,1200,DV,2013/2014,1
CO5226,1,LECTURE,7,Sunday,2200,2300,DV,2013/2014,1
MT5902,1,LECTURE,7,Sunday,1400,1700,DV2,2013/2014,1
